h1 /Title,h2/meta,body,1. h3,"Billboard Hot 100 (USA) - 1., 1992. január 25 - 1992. december 31.",Official Charts (UK),Offizielle Deutsche Charts (DE) ,2. h3,YouTube link,YouTube beágyazás link,Adatlap készítésének dátuma,Megtekintések,Like-ok száma,Dislike-ok száma,Kommentek száma,3. h3,Dal,Előadó - címke 1,Album,Műfaj,Kiadás éve,Díjak,4. h3,Wikipedia ,Deezer,Spotify,Google Play,5. h3,Dalszöveg link
Color Me Badd - All 4 Love - 1991,"A dal 1991-ben jelent meg, egy hétig vezette a Billboard Hot 100-as listát. ","Az album annyira sikeres lett, hogy hárommillió példányban fogyott el az Egyesült Államokban.",Color Me Badd a zenei listákon,"=HYPERLINK(""https://www.billboard.com/charts/hot-100/1992-01-25"",""Billboard Hot 100 (USA) - 1., 1992. január 25. - 1992. február 1."")","=HYPERLINK(""https://www.officialcharts.com/artist/27015/color-me-badd/"",""Official Charts (UK) - 5., 1992. augusztus 3."")","=HYPERLINK(""https://www.offiziellecharts.de/titel-details-21672"",""Offizielle Deutsche Charts (DE) - 23., 1991. augusztus 19."")",All 4 Love Color Me Badd a YouTube oldalán,https://www.youtube.com/watch?v=PccRs1HR7VI,https://youtu.be/PccRs1HR7VI,2019. augusztus 28-án,"3,558,665 megtekintés",17K like,799 dislike,"1,209 komment",All 4 Love Color Me Badd című dalának adatai,Color Me Badd,All 4 Love ,C.M.B,Pop,1991,,Tudj meg még többet All 4 Love Color Me Badd című daláról,-,"=HYPERLINK(""https://www.deezer.com/sv/track/763144?autoplay=true"",""Deezer"")","=HYPERLINK(""https://open.spotify.com/album/17mrdLXkhmlY36jRm9cUbw"",""Spotify"")","=HYPERLINK(""https://play.google.com/music/preview/T2wo4dsia4ootdvhju24hhfwcbq?play=1&u=0"",""Google Play"")",All 4 Love Color Me Badd dalszöveg,"=HYPERLINK(""https://www.azlyrics.com/lyrics/colormebadd/all4love.html"",""All 4 Love Color Me Badd dalszöveg"")"
"Don't Let The Sun Go Down On Me - George Michael,Elton John - 1991","A dalt  Elton John angol énekes és dalszövegírója, Bernie Taupin írta. Egy hétig vezette a Billboard Hot 100-as listáját. ","A dalt eredetileg 1974-ben Elton John rögzítette a Caribou stúdió-albumán. Majd 1991-ben John és George Michael újra kiadta, hatalmas sikert aratva. ",Don't Let The Sun Go Down On Me a zenei listákon,"=HYPERLINK(""https://www.billboard.com/charts/hot-100/1992-02-01"",""Billboard Hot 100 (USA) - 1., 1992. február 1. - 1992. február 8."")","=HYPERLINK(""https://www.officialcharts.com/search/singles/the%20sun%20go%20down%20on%20me/"",""Official Charts (UK) - 1., 1991. december 7."")","=HYPERLINK(""https://www.offiziellecharts.de/titel-details-2356"",""Offizielle Deutsche Charts (DE) - 4., 1991. december 23.."")","George Michael,Elton John Don't Let The Sun Go Down On Me a YouTube oldalán",https://www.youtube.com/watch?v=RsKqMNDoR4o,https://youtu.be/RsKqMNDoR4o,2019. augusztus 28-án,"71,977,294 megtekintés",263K like,14K dislike,"17,896 komment","George Michael,Elton John Don't Let The Sun Go Down On Me című dalának adatai",Don't Let The Sun Go Down On Me,"George Michael,Elton John",Unplugged,Pop,1991,,"Tudj meg még többet George Michael,Elton John Don't Let The Sun Go Down On Me című daláról","=HYPERLINK(""https://en.wikipedia.org/wiki/Don%27t_Let_the_Sun_Go_Down_on_Me"",""Wikipedia "")","=HYPERLINK(""https://www.deezer.com/sv/track/10392073?autoplay=true"",""Deezer"")","=HYPERLINK(""https://open.spotify.com/album/3coLNlyStg9h7f8CZ103Rl"",""Spotify"")","=HYPERLINK(""https://play.google.com/music/preview/Tlgd3rn4gigjlmqrkbmundqnsgq?play=1&u=0"",""Google Play"")","George Michael,Elton John Don't Let The Sun Go Down On Me dalszöveg","=HYPERLINK(""https://www.azlyrics.com/lyrics/georgemichael/dontletthesungodownonme.html"",""George Michael,Elton John Don't Let The Sun Go Down On Me dalszöveg"")"
I'm Too Sexy - Right Said Fred - 1991,"A Too Too Sexy a Right Said Fred brit csoport debütáló dala, Billboard hot 100-as listát három hétig vezette. ","A dal több rekordot is tart, az Egyesült Királyság Singles Chart listáján hat hétig volt a második, sosem érte ez az első helyet. ",I'm Too Sexy a zenei listákon,"=HYPERLINK(""https://www.billboard.com/charts/hot-100/1992-02-08"",""Billboard Hot 100 (USA) - 1., 1992. február 8. - 1992. február 29."")","=HYPERLINK(""https://www.officialcharts.com/search/singles/i'm%20too%20sexy/"",""Official Charts (UK) - 2., 1991. július 27."")","=HYPERLINK(""https://www.offiziellecharts.de/titel-details-10381"",""Offizielle Deutsche Charts (DE) - 14., 1992. március 16."")",Right Said Fred I'm Too Sexy a YouTube oldalán,https://www.youtube.com/watch?v=P5mtclwloEQ,https://youtu.be/P5mtclwloEQ,2019. augusztus 28-án,"15,393,518 megtekintés",88K like,6K dislike,"7,790 komment",Right Said Fred I'm Too Sexy című dalának adatai,I'm Too Sexy,Right Said Fred,Up,Pop,1991,,Tudj meg még többet Right Said Fred I'm Too Sexy című daláról,"=HYPERLINK(""https://en.wikipedia.org/wiki/I%27m_Too_Sexy"",""Wikipedia "")","=HYPERLINK(""https://www.deezer.com/sv/track/630251?autoplay=true"",""Deezer"")","=HYPERLINK(""https://open.spotify.com/album/1qgGxfnTXeBOkBNnLzDi36"",""Spotify"")","=HYPERLINK(""https://play.google.com/music/preview/T2qhjecfrhbqqezgfbctaiey66m?play=1&u=0"",""Google Play"")",Right Said Fred I'm Too Sexy dalszöveg,"=HYPERLINK(""https://genius.com/Right-said-fred-im-too-sexy-lyrics"",""Right Said Fred I'm Too Sexy dalszöveg"")"
To Be With You - Mr.Big - 1991," A dal 1991-ben jelent meg, három hétig vezette a Billboard Hot 100-as listáját. ","A dalt Eric Martin írta és írta tizenéves korában, a szerző egyszerű szerelmes dalként jellemzi, melyben a főszereplő csak egy lányt szeretne megmenteni. ",To Be With You a zenei listákon,"=HYPERLINK(""https://www.billboard.com/charts/hot-100/1992-02-29"",""Billboard Hot 100 (USA) - 1., 1992. február 29. - 1992. március 21."")","=HYPERLINK(""https://www.officialcharts.com/search/singles/to%20be%20with%20you/"",""Official Charts (UK) - 3., 1992. március 7."")","=HYPERLINK(""https://www.offiziellecharts.de/titel-details-2419"",""Offizielle Deutsche Charts (DE) - 1., 1992. február 17.)"")",Mr. Big To Be With You a YouTube oldalán,https://www.youtube.com/watch?v=L6-uJLteKek,https://youtu.be/L6-uJLteKek,2019. augusztus 28-án,"32,493,716 megtekintés",220K like,6.3 dislike,"5,544 komment",Mr. Big To Be With You című dalának adatai,To Be With You,Mr.Big,Lean into It,Soft rock,1991,,Tudj meg még többet Mr. Big To Be With You című daláról,"=HYPERLINK(""https://en.wikipedia.org/wiki/To_Be_with_You"",""Wikipedia "")","=HYPERLINK(""https://www.deezer.com/sv/track/394510092?autoplay=true"",""Deezer"")","=HYPERLINK(""https://open.spotify.com/album/6CrjpyjlfjK95oHF6dvEnQ"",""Spotify"")","=HYPERLINK(""https://play.google.com/music/preview/Tcg7yfhy4k3dyeiad6r6itfzqbu?play=1&u=0"",""Google Play"")",Mr. Big To Be With You dalszöveg,"=HYPERLINK(""https://www.azlyrics.com/lyrics/mrbig/tobewithyou.html"",""Mr. Big To Be With You dalszöveg"")"
Save The Best For Last - Vanessa Williams - 1991,A Save The Best For Last című dal kereskedelmi és kritikus siker volt egyaránt. A Billboard Hot 100 chart listáját öt héten át vezette. ,Az ASCAP az Év Dalának nevezte. 1992-ben Grammy díjra jelölték az év dala kategóriájában. ,Save The Best For Last a zenei listákon,"=HYPERLINK(""https://www.billboard.com/charts/hot-100/1992-03-21"",""Billboard Hot 100 (USA) - 1., 1992. március 21. - 1992. április 25."")","=HYPERLINK(""https://www.officialcharts.com/search/singles/save%20the%20best%20for%20last/"",""Official Charts (UK) - 3., 1992. március 21."")","=HYPERLINK(""https://www.offiziellecharts.de/titel-details-2441"",""Offizielle Deutsche Charts (DE) - 19., 1992. április 20."")",Vanessa Williams Save The Best For Last a YouTube oldalán,https://www.youtube.com/watch?v=5EdmHSTwmWY,https://youtu.be/5EdmHSTwmWY,2019. augusztus 28-án,"46,445,713 megtekintés",180K like,6.1K dislike,"11,450 komment",Vanessa Williams Save The Best For Last című dalának adatai,Save The Best For Last,Vanessa Williams,The Comfort Zone,R & B / Soul,1991, Grammy-díj az Év Dala jelölés,Tudj meg még többet Vanessa Williams Save The Best For Last című daláról,"=HYPERLINK(""https://en.wikipedia.org/wiki/Save_the_Best_for_Last"",""Wikipedia "")","=HYPERLINK(""https://www.deezer.com/sv/track/583217972?autoplay=true"",""Deezer"")","=HYPERLINK(""https://open.spotify.com/album/0ksxzYuZtQz1kYrZEhXDjV"",""Spotify"")","=HYPERLINK(""https://play.google.com/music/preview/T2uhaf64px6vfcjrlhoff7ahvai?play=1&u=0"",""Google Play"")",Vanessa Williams Save The Best For Last dalszöveg,"=HYPERLINK(""https://www.azlyrics.com/lyrics/vanessawilliams/savethebestforlast.html"",""Vanessa Williams Save The Best For Last dalszöveg"")"
Jump - Kris Kross - 1992,A Jump című dal a Kris Kross amerikai hip-hop duó slágeres kislemezeként jelent meg 1992-ben. A Billboard Hot 100 chart listáját nyolc héten át vezette.,"Chris ""Mac Daddy"" Kelly és Chris ""Daddy Mac"" Smith csak tizenhárom és tizenhárom éves voltak, amikor felvették a dalt. Ez volt a leggyorsabban eladott kislemez tizenöt év alatt.",Jump a zenei listákon,"=HYPERLINK(""https://www.billboard.com/charts/hot-100/1992-04-25"",""Billboard Hot 100 (USA) - 1., 1992. április 25. - 1992. június 20."")","=HYPERLINK(""https://www.officialcharts.com/search/singles/jump/"",""Official Charts (UK) - 2., 1992. május 30."")","=HYPERLINK(""https://www.offiziellecharts.de/titel-details-2451"",""Offizielle Deutsche Charts (DE) - 2., 1992. május 11."")",Kris Kross Jump a YouTube oldalán,https://www.youtube.com/watch?v=010KyIQjkTk,https://youtu.be/010KyIQjkTk,2019. augusztus 29-én,"101,956,650 megtekintés",611K like,29K dislike,"35,087 komment",Kris Kross Jump című dalának adatai,Jump,Kris Kross,Totally Krossed Out,Hip hop,1992,,Tudj meg még többet Kris Kross Jump című daláról,"=HYPERLINK(""https://en.wikipedia.org/wiki/Jump_(Kris_Kross_song)"",""Wikipedia "")","=HYPERLINK(""https://www.deezer.com/sv/track/82538500?autoplay=true"",""Deezer"")","=HYPERLINK(""https://open.spotify.com/album/5bGumbB29JBPlv4ECVURka"",""Spotify"")","=HYPERLINK(""https://play.google.com/music/preview/Tv7qvfaf4iu5sj3jsexn62lqi7y?play=1&u=0"",""Google Play"")",Kris Kross Jump dalszöveg,"=HYPERLINK(""https://www.azlyrics.com/lyrics/kriskross/jump.html"",""Kris Kross Jump dalszöveg"")"
I'll Be There - Mariah Carey - 1992,"A dal 1992-ben jelent meg, hamar elérte a A Billboard Hot 100 chart lista első helyét. ","A dalt, eredetileg a The Jackson 5 énekelt 1970-ben. Romantikus duettként mutatták be, Carey énekelt Michael Jackson vonalát, Trey Lorenz R&B énekes Jermaine Jackson vonalát.",I'll Be There a zenei listákon,"=HYPERLINK(""https://www.billboard.com/charts/hot-100/1992-06-20"",""Billboard Hot 100 (USA) - 1., 1992. június 20. - 1992. július 4."")","=HYPERLINK(""https://www.officialcharts.com/search/singles/i'll%20be%20there/"",""Official Charts (UK) - 2., 1992. június 27."")","=HYPERLINK(""https://www.offiziellecharts.de/titel-details-2478"",""Offizielle Deutsche Charts (DE) - 33., 1992. július 20."")",Mariah Carey I'll Be There a YouTube oldalán,https://www.youtube.com/watch?v=UIt3dx4an9c,https://youtu.be/UIt3dx4an9c,2019. augusztus 29-én,"26,115,003 megtekintés",115K like,3.9K dislike,"5,256 komment",Mariah Carey I'll Be There című dalának adatai,I'll Be There,Mariah Carey,MTV Unplugged,"Funk,Soul,Pop",1992,Grammy-díj a legjobb R&B dal jelölés,Tudj meg még többet Mariah Carey I'll Be There című daláról,"=HYPERLINK(""https://en.wikipedia.org/wiki/I%27ll_Be_There"",""Wikipedia "")","=HYPERLINK(""https://www.deezer.com/sv/track/141335309?autoplay=true"",""Deezer"")","=HYPERLINK(""https://open.spotify.com/album/6kRdK7cPgLqNfSoI7AMlyj"",""Spotify"")","=HYPERLINK(""https://play.google.com/music/preview/Tx3r2q24o5d67mrfe3tfqsndqam?play=1&u=0"",""Google Play"")",Mariah Carey I'll Be There dalszöveg,"=HYPERLINK(""https://www.azlyrics.com/lyrics/mariahcarey/illbethere.html"",""https://www.azlyrics.com/lyrics/mariahcarey/illbethere.html"")"
Baby Got Back - Mack Daddy - 1992,"1992. április 11-én, és tizenkét héttel a megjelenéstől feljutott a Billboard Hot 100-as listájára, melyet öt hétig uralt. ","Ez volt a második legkelendőbb dal az Egyesült Államokban 1992-ben. Eredeti kiadásakor a dal vitát váltott ki a szexuális dalszövegével, a nőkről, valamint a női fenékre vonatkozó konkrét utalások miatt. ",Baby Got Back a zenei listákon,"=HYPERLINK(""https://www.billboard.com/charts/hot-100/1992-07-04"",""Billboard Hot 100 (USA) - 1., 1992. július 4. - 1992. augusztus 8."")","=HYPERLINK(""https://www.officialcharts.com/search/singles/baby%20got%20back/"",""Official Charts (UK) - 56., 1992. augusztus 8."")","=HYPERLINK(""https://www.offiziellecharts.de/titel-details-2495"",""Offizielle Deutsche Charts (DE) - 25., 1992. augusztus 17."")",Sir Mix-A-Lot Baby Got Back a YouTube oldalán,https://www.youtube.com/watch?v=sBAj9xsE2KA,https://youtu.be/sBAj9xsE2KA,2019. augusztus 29-én,"169,244 megtekintés",1.2K like,77 dislike,93 komment,Sir Mix-A-Lot Baby Got Back című dalának adatai,Baby Got Back,Sir Mix-A-Lot ,Mack Daddy,Hip-Hop/Rap,1992,"MTV Video Music Award a legjobb rendezés jelölés, MTV Video Music Award a legjobb rap-videó",Tudj meg még többet Sir Mix-A-Lot Baby Got Back című daláról,"=HYPERLINK(""https://en.wikipedia.org/wiki/Baby_Got_Back"",""Wikipedia "")","=HYPERLINK(""https://www.deezer.com/sv/track/382862381?autoplay=true"",""Deezer"")","=HYPERLINK(""https://open.spotify.com/album/7lgtTiD3eAg2AALyIkDU7s"",""Spotify"")","=HYPERLINK(""https://play.google.com/music/preview/Tpk7zcdk7xcwqqidrwt734ltgrq?play=1&u=0"",""Google Play"")",Sir Mix-A-Lot Baby Got Back dalszöveg,"=HYPERLINK(""https://www.azlyrics.com/lyrics/sirmixalot/babygotback.html"",""Sir Mix-A-Lot Baby Got Back dalszöveg"")"
This Used To Be My Playground - Madonna - 1992,"Az 1992-ben megjelent dal sikerét mi sem bizonyítja jobban, hogy elérte a Billboard hot 100-as lista első helyét. ","A dal pozitív értékelést kapott a kritikusoktól, akik alapvető dalként jelölték meg Madonna repertoárjában. A dal az énekesnek Arany Globe díjat nyert a legjobb eredeti dalért kategóriában.",This Used To Be My Playground a zenei listákon,"=HYPERLINK(""https://www.billboard.com/charts/hot-100/1992-08-08"",""Billboard Hot 100 (USA) - 1., 1992. augusztus 8. - 1992. augusztus 15."")","=HYPERLINK(""https://www.officialcharts.com/search/singles/this%20used%20to%20be%20my%20playground/"",""Official Charts (UK) - 3., 1992. július 25."")","=HYPERLINK(""https://www.offiziellecharts.de/titel-details-2481"",""Offizielle Deutsche Charts (DE) - 6., 1992. július 27."")",Madonna This Used To Be My Playground a YouTube oldalán,https://www.youtube.com/watch?v=6WdzR2VKa8A,https://youtu.be/6WdzR2VKa8A,2019. augusztus 30-án,"798,015 megtekintés",7.6K like,238 dislike,777 komment,Madonna This Used To Be My Playground című dalának adatai,This Used To Be My Playground,Madonna,Something to Remember,Pop,1992,Golden Globe díj legjobb eredeti dal jelölés,Tudj meg még többet Madonna This Used To Be My Playground című daláról ,"=HYPERLINK(""https://en.wikipedia.org/wiki/This_Used_to_Be_My_Playground"",""Wikipedia "")","=HYPERLINK(""https://www.deezer.com/sv/track/776955?autoplay=true"",""Deezer"")","=HYPERLINK(""https://open.spotify.com/album/7kUiJdXqLkMTkpY0PmXUv5"",""Spotify"")","=HYPERLINK(""https://play.google.com/music/preview/Tbyfxwlegqf4qvoagau22jukfxm?play=1&u=0"",""Google Play"")",Madonna This Used To Be My Playground dalszöveg,"=HYPERLINK(""https://www.azlyrics.com/lyrics/madonna/thisusedtobemyplayground.html"",""Madonna This Used To Be My Playground dalszöveg"")"
End of the Road - Boyz II Men - 1991,"Az End of the Road című dal elsöprő hazai és nemzetközi sikert ért el, minden idők egyik legsikeresebb dalának tekintik. Az Egyesült Államokban a dal egy akkori rekordszintet töltő 13 hetet töltött az első számú helyen az USA Billboard Hot 100-on.",A Billboard szerint az 1990–1999 évtized hatodik legsikeresebb dala az End of the Road. ,End of the Road a zenei listákon,"=HYPERLINK(""https://www.billboard.com/charts/hot-100/1992-08-15"",""Billboard Hot 100 (USA) - 1., 1992. augusztus 15. - 1992. november 14."")","=HYPERLINK(""https://www.officialcharts.com/search/singles/end%20of%20the%20road/"",""Official Charts (UK) - 1., 1992. szeptember 5."")","=HYPERLINK(""https://www.offiziellecharts.de/titel-details-2520"",""Offizielle Deutsche Charts (DE) - 6., 1992. október 19."")",Boyz II Men End Of The Road a YouTube oldalán,https://www.youtube.com/watch?v=zDKO6XYXioc,https://youtu.be/zDKO6XYXioc,2019. augusztus 30-án,"135,445,256 megtekintés",653K like,25K dislike,"23,781 komment",Boyz II Men End Of The Road című dalának adatai,End of the Road,Boyz II Men,Cooleyhighharmony,Contemporary R&B,1991,Grammy díj a legjobb R&B dal,Tudj meg még többet Boyz II Men End Of The Road című daláról,"=HYPERLINK(""https://en.wikipedia.org/wiki/End_of_the_Road_(Boyz_II_Men_song)"",""Wikipedia "")","=HYPERLINK(""https://www.deezer.com/sv/track/4105954?autoplay=true"",""Deezer"")","=HYPERLINK(""https://open.spotify.com/album/1aVyRcDS6m2qIyiSgCj4ge"",""Spotify"")","=HYPERLINK(""https://play.google.com/music/preview/T36hs3urk7z2qpvwzthd4mg3cqu?play=1&u=0"",""Google Play"")",Boyz II Men End Of The Road dalszöveg,"=HYPERLINK(""https://www.azlyrics.com/lyrics/boyziimen/endoftheroad-twenty.html"",""Boyz II Men End Of The Road dalszöveg"")"
